epoch,acc,loss,lr,val_acc,val_loss
0,0.3214022653874865,2.578819316226621,1.0,0.4546542649944781,2.0440349608053325
1,0.530268849561298,1.6355637307133466,1.0,0.49286437493399704,2.2583051769677014
2,0.6337123642332667,1.262825031161045,1.0,0.49617898697166435,2.0709868620557357
3,0.7324371600173563,0.9016708586700779,0.31622776,0.6592394798766315,1.2072903570022693
4,0.7614400141937893,0.8004576617973789,0.31622776,0.7640180457155301,0.8630459712208245
5,0.7892689433392323,0.7118360364236656,0.31622776,0.8272718911275889,0.641216594519706
6,0.8103995954323052,0.6337571953491149,0.31622776,0.7442224476835958,0.9944850262791267
7,0.8290442871916811,0.5775662099704354,0.31622776,0.825522512255118,0.6639963059687239
8,0.8635945139767858,0.45921364450326807,0.1,0.869809410857645,0.513179953505119
9,0.8745741668837185,0.4174109719962999,0.1,0.8835282233108002,0.4648145205113958
10,0.8797762663958646,0.4014725700482464,0.1,0.9111499898550689,0.37702344829708284
11,0.8879477057121327,0.3754275190600577,0.1,0.900929935432229,0.3942673421601116
12,0.8933109319673236,0.3561031736430119,0.1,0.9118865700389741,0.3600960828169416
13,0.8959580177694886,0.34504569885607794,0.1,0.9165822706458736,0.32860408011858533
14,0.9027023324484807,0.3247632492237097,0.1,0.923579785125974,0.3094567060510883
15,0.9065693796762126,0.30996641830225463,0.1,0.8938403496392336,0.40982010403654706
16,0.9120707152358691,0.2906354258933714,0.1,0.9117944974418987,0.34666187827622086
17,0.9212779713982037,0.2621748819297049,0.03162278,0.923119422535729,0.315328647198711
18,0.9256514181952243,0.24654704040053937,0.03162278,0.9285517030631121,0.2808233656815107
19,0.9290350840605597,0.23813771203979578,0.03162278,0.9303010812221493,0.29281523552178806
20,0.9322576234352961,0.2294147800845158,0.03162278,0.9279992674148035,0.2857780808343404
21,0.9342141655935634,0.21553024851606695,0.010000001,0.9315900971202185,0.2878571824412376
22,0.9336387119414168,0.21972296526083715,0.010000001,0.9286437754626213,0.2967754224345812
23,0.9339149293841583,0.21758589338826873,0.0031622779,0.9308535166728915,0.2818901353517314
24,0.9329251490149881,0.2170754763425589,0.0031622779,0.9303931540826464,0.2890861884915656
25,0.933822856759643,0.21670970704279954,0.001,0.930945589269967,0.27716684140665954
26,0.9341681286364715,0.21794990160190236,0.001,0.9325108228275519,0.2757264680327139
27,0.9343062377131871,0.215183471661542,0.001,0.9323266776992564,0.27280124841929687
28,0.9355492172797909,0.20852462346641015,0.001,0.9300248638919106,0.28096613457559166
29,0.9368612516125024,0.20787960681601678,0.001,0.931682169717294,0.28742464083146474
